101,581,Miquel Stokes,26,M,Egyptian,185226,1
102,333,Yulanda Jacobson,40,F,Swedish,928123,2
103,675,Dalton Navarro,62,M,Italian,644202,1
104,770,Sparkle Hardy,65,F,Cuban,785361,3
105,678,Virgilio Garcia,65,M,Canadian,319099,4
106,304,Shaun Sears,51,F,Guatemalan,163258,1
107,816,Royce Henry,70,M,Egyptian,519252,1
108,880,Marna Stark,46,F,Cuban,325803,3
109,800,Gordon Lane,62,M,Uruguayan,284380,5
110,36,Londa Hurst,45,F,Japanese,559337,1
111,662,Kasey Horn,66,M,Belgian,280610,1
112,389,Shela Sweeney,53,F,Dominican,250808,0
113,633,Jame Potts,64,M,Chinese,815287,5
114,582,Ashlyn Dillon,32,F,Estonian,637448,5
115,627,Monte Brady,33,M,Iranian,376284,2
116,710,Jeanene Harding,37,F,Swedish,671912,5
117,166,Michal Nixon,22,M,Danish,593167,4
118,36,Nakesha Robinson,32,F,Chilean,186158,1
119,545,Lou Berry,26,M,Dutch,197617,3
120,879,Livia Grimes,63,F,Jordanian,382881,5
121,355,Santiago Levine,52,M,British,913748,2
122,314,Babette England,60,F,Danish,527031,2
123,784,Carrol Conway,64,M,Belgian,655784,3
124,203,Shu Wooten,38,F,Venezuelan,903473,5
125,75,Mack Koch,23,M,Egyptian,785621,4
126,457,Stephania Mejia,67,F,Bolivian,126243,2
127,588,Kurtis Hayes,64,M,British,494284,4
128,530,Garnett Marquez,41,F,Latvian,805701,3
129,497,Homer Barber,44,M,Saudi,959289,4
130,995,Shanel Sandoval,20,F,Russian,46604,2
131,353,Paris Craig,60,M,Bolivian,542895,4
132,944,Dodie Gutierrez,34,F,Colombian,423557,3
133,511,Eliseo Hahn,53,M,Dominican,237243,3
134,978,Tereasa Sloan,51,F,Cameroonian,94646,1
135,884,Chadwick Johnston,59,M,Canadian,487154,1
136,222,Wenona Park,26,F,Mexican,232771,1
137,191,Prince O'donnell,27,M,Japanese,125541,4
138,736,Frank Oliver,62,F,Swiss,234297,4
139,327,Willy Wong,33,M,German,92304,3
140,543,Ozie Rutledge,27,F,Finnish,955613,3
141,208,Mitchell Sargent,65,M,Mexican,846413,1
142,623,Casie Brewer,24,F,Italian,977569,2
143,731,Esteban Eaton,29,M,British,275070,1
144,764,Rachal Flynn,55,F,Danish,583551,3
145,692,Elton Johns,70,M,Estonian,408818,1
146,801,Valentine Hill,65,F,Swiss,927663,3
147,369,Hugh French,63,M,Australian,314386,2
148,285,Sherrell Sheppard,59,F,Swedish,436780,1
149,295,Cesar Sampson,51,M,Chinese,430162,5
150,28,Elodia Reese,37,F,Romanian,74589,1
151,472,Neville O'connor,63,M,Jordanian,812041,1
152,460,Karima Simmons,18,F,Jordanian,68630,4
153,359,Rolland Jones,60,M,Belgian,932556,2
154,954,Norah Pearson,27,F,Swedish,604201,5
155,494,Marcus Hancock,52,M,Italian,77955,0
156,980,Spring Dalton,68,F,Estonian,336498,5
157,874,Clair Huffman,57,M,Dutch,549788,0
158,810,Naida Sparks,29,F,Australian,541898,1
159,689,German Hurley,41,M,Jordanian,656169,0
160,324,Neta Cunningham,63,F,Saudi,290742,5
161,212,Del Newman,44,M,Swiss,211064,1
162,728,Joannie Parker,26,F,Polish,777388,0
163,784,Timothy Taylor,26,M,Italian,413137,5
164,935,Codi Merritt,41,F,Spanish,542130,2
165,494,Issac Keith,33,M,British,399150,0
166,372,Gwenn York,58,F,Chinese,290021,0
167,53,Riley Wade,62,M,Colombian,882557,2
168,134,Leoma Mathis,32,F,Ecuadorian,399068,4
169,676,Isaac Conway,56,M,Ukrainian,138591,5
170,325,Vashti Blankenship,44,F,Ecuadorian,697581,2
171,810,Cristopher Moss,62,M,Iranian,854444,1
172,269,Somer Clay,31,F,Spanish,185804,0
173,746,Arden Oliver,69,M,Swedish,847110,5
174,247,Classie Barnett,36,F,Finnish,870301,2
175,466,Jamar Faulkner,43,M,Dominican,676824,4
176,508,Porsha Noel,26,F,British,554854,3
177,135,Joan Washington,37,M,Irish,943486,5
178,431,Angle Bryan,63,F,Guatemalan,896399,2
179,118,Allan Daugherty,52,M,Chinese,362234,3
180,371,Shaunta Preston,40,F,English,728227,0
181,246,Errol Barr,38,M,Irish,352759,5
182,953,Anamaria Ray,50,F,Afghan,797354,1
183,990,Jack English,36,M,Afghan,444276,0
184,325,Tinisha Guerra,65,F,Ecuadorian,995923,5
185,508,Jarvis Crawford,70,M,Dominican,795969,4
186,147,Lovetta Santana,59,F,Egyptian,789761,3
187,339,Rosario Whitaker,66,M,Finnish,31030,0
188,682,Larraine Kline,28,F,Bolivian,522349,0
189,715,Boyd Jordan,18,M,Ethiopian,230720,4
190,910,Janiece Kaufman,54,F,Ecuadorian,774466,1
191,622,Foster Hines,37,M,Saudi,777179,5
192,647,Kiley Cruz,37,F,Ecuadorian,541204,4
193,416,Wilton Duran,70,M,Polish,557054,1
194,2,Sharie Christensen,59,F,Italian,434605,5
195,358,Samual Haney,54,M,Spanish,277702,1
196,531,Buffy Carney,61,F,Brazilian,789141,0
197,416,Orlando Marsh,18,M,Latvian,630475,3
198,325,Theresia Aguilar,31,F,Swedish,156577,0
199,288,Tomas Franco,57,M,Bolivian,385611,1
200,910,Melida Harris,68,F,Cambodian,252038,5
201,578,Gerald Whitfield,57,M,Swedish,390061,5
202,683,Crissy Ashley,29,F,Cuban,245298,1
203,215,Jeromy O'neal,39,M,Danish,758695,0
204,381,Verlene Watts,35,F,Spanish,180157,5
205,109,Riley Nicholson,60,M,Italian,454699,5
206,568,Candyce Stanton,33,F,Polish,504921,2
207,461,Joaquin Serrano,38,M,Chinese,504534,3
208,134,Fredricka Holmes,40,F,Taiwanese,785065,3
209,396,Freddie Colon,58,M,Ecuadorian,917253,1
210,514,Sherlyn Stuart,42,F,Swiss,968677,3
211,191,Dominick Juarez,19,M,Iranian,940652,0
212,812,Hee Ashley,66,F,Costa Rican,826434,2
213,994,Joan Day,56,M,Estonian,157610,2
214,375,Shaunda Chang,19,F,Uruguayan,235310,1
215,267,Owen Vaughan,27,M,Egyptian,194365,4
216,128,Annamaria Franco,32,F,Irish,532406,0
217,722,Chet Dudley,46,M,Argentinian,723451,4
218,54,Natacha Burnett,45,F,Dutch,624755,5
219,136,Frankie Hurley,61,M,Belgian,765069,1
220,388,Georgeann Shepherd,25,F,Cameroonian,64190,3
221,419,Cruz Dodson,23,M,Colombian,416651,1
222,711,Veronika Barlow,29,F,Egyptian,351313,0
223,491,Porfirio Knight,25,M,Bolivian,37413,0
224,154,Sarina Herrera,25,F,Australian,101669,2
225,959,Pedro Bridges,53,M,Irish,203154,3
226,593,Alishia Camacho,50,F,Irish,678949,5
227,886,Cristopher Pope,69,M,Portuguese,995455,4
228,58,Buena Robinson,40,F,Italian,343019,0
229,23,Rich Knowles,66,M,Ukrainian,597449,5
230,540,Lanie May,37,F,Cameroonian,360101,0
231,422,Sang Juarez,56,M,English,144823,0
232,220,Lekisha Hull,21,F,Salvadorian,396139,5
233,228,Oswaldo Meyers,53,M,Chilean,205887,1
234,545,Lezlie Barnes,30,F,Salvadorian,407112,2
235,716,Alonso Leach,54,M,Argentinian,670378,1
236,630,Vannessa Fry,34,F,Ukrainian,531737,4
237,715,Rickie George,25,M,Salvadorian,120557,4
238,632,Melda Guy,34,F,Cameroonian,122415,4
239,578,Geraldo Richardson,61,M,Belgian,462909,3
240,173,Rhona Fischer,61,F,Salvadorian,435265,3
241,914,Earl Byrd,49,M,Egyptian,233319,3
242,852,Kiera Winters,59,F,Latvian,376212,5
243,604,Royal Briggs,44,M,Jordanian,22829,1
244,323,Barabara Bartlett,27,F,Uruguayan,231655,3
245,671,Tyrone Dyer,42,M,Russian,777194,1
246,966,Shanita Gaines,43,F,Chinese,226612,1
247,690,Jan Massey,28,M,Uruguayan,964844,1
248,887,Maren Calderon,67,F,Argentinian,778970,3
249,320,Raymon Carroll,23,M,Danish,927917,4
250,396,Pearly Simpson,44,F,Cuban,544958,0
251,572,Shawn Watson,37,M,Venezuelan,883805,4
252,885,Ayanna Scott,36,F,Costa Rican,500009,2
253,335,Ivan Donovan,27,M,Japanese,369735,4
254,357,Adena Langley,54,F,Venezuelan,845938,1
255,255,Rodney Ruiz,57,M,Uruguayan,50677,2
256,460,Kimber Vazquez,42,F,Spanish,962795,1
257,323,Franklyn Leonard,49,M,Australian,633248,3
258,489,Breana Bray,37,F,Greek,386670,1
259,633,Caleb Hess,41,M,Portuguese,580888,5
260,531,Crissy Waller,52,F,Chinese,101769,5
261,309,Anibal Reyes,44,M,Japanese,140596,3
262,736,Danille Todd,18,F,Dominican,802244,3
263,165,Dean Roach,32,M,Estonian,584145,5
264,387,Krystina Mooney,61,F,Cuban,974047,3
265,681,Lane Cherry,20,M,German,275425,2
266,11,Melany Case,54,F,Cambodian,209752,2
267,246,Danial Levy,22,M,Venezuelan,780299,4
268,922,Azzie Maddox,60,F,Puerto Rican,8316,0
269,988,Rhett Kidd,33,M,Latvian,695102,4
270,537,Shena Lamb,67,F,German,781172,1
271,355,Scotty Edwards,61,M,Polish,317976,3
272,271,Teodora Alvarado,45,F,Egyptian,470628,5
273,412,Colby Shaffer,26,M,Swedish,945101,3
274,41,Andre Valenzuela,46,F,Ethiopian,287253,5
275,565,Reinaldo Davidson,29,M,Puerto Rican,684673,1
276,36,Shawnta Greer,49,F,Cuban,150825,3
277,851,Wilbert Sweet,29,M,Polish,551233,0
278,896,Sharita Mcconnell,42,F,Ethiopian,103463,2
279,278,Vito Douglas,27,M,Saudi,871511,1
280,888,Tashina Chaney,32,F,Canadian,515376,5
281,523,Kenny Preston,18,M,Saudi,822199,2
282,648,Cristen Rosa,60,F,Dutch,186008,2
283,568,Woodrow Gross,41,M,Venezuelan,339576,2
284,208,Elwanda Gilliam,36,F,Swiss,51183,1
285,222,Jed Hendricks,31,M,Ukrainian,731200,0
286,61,Rikki Salas,43,F,Australian,749501,4
287,493,Brooks Ochoa,29,M,Cameroonian,201821,3
288,220,Bao Fulton,66,F,Chilean,920634,2
289,904,Bo Cherry,35,M,Venezuelan,606032,5
290,64,Tinisha Bowers,35,F,Spanish,362961,1
291,811,Dirk Gould,27,M,Taiwanese,376332,1
292,86,Dennise Mejia,62,F,Polish,76800,2
293,138,Andre Watson,64,M,Belgian,707848,0
294,415,Arianne Durham,49,F,French,159911,4
295,985,Fritz Wagner,67,M,Mexican,257788,1
296,293,Otelia Michael,41,F,Spanish,435518,2
297,78,Mark Johnston,28,M,Spanish,91541,0
298,833,Refugia Fitzgerald,63,F,Irish,494770,5
299,544,Len Dotson,23,M,Cameroonian,872978,2
300,317,Illa Townsend,70,F,Greek,291604,5
301,995,Teddy Cruz,43,M,Cameroonian,217826,1
302,565,Celine Colon,20,F,Colombian,595117,0
303,54,Jason Johnston,46,M,Dominican,606789,2
304,558,Faviola Clayton,62,F,Salvadorian,846574,5
305,716,Wyatt Espinoza,19,M,Ukrainian,555800,3
306,612,Leon Orr,18,F,Ecuadorian,220390,1
307,769,Levi Pate,53,M,Egyptian,574634,1
308,527,Sherika Fitzpatrick,37,F,Chinese,868366,4
309,81,Joesph Petty,63,M,Romanian,696154,2
310,474,Ivana Meyer,37,F,Brazilian,498260,1
311,604,Adalberto Blankenship,67,M,French,310696,3
312,183,Ute Vaughan,65,F,Latvian,435957,0
313,141,Dong Wilder,51,M,Swedish,798524,1
314,632,Shemeka Clements,31,F,Egyptian,434671,0
315,39,Elias Alford,64,M,Latvian,489193,3
316,864,Nicolasa Carter,68,F,Greek,91909,1
317,177,Harley O'connor,66,M,French,91732,0
318,205,Dorie Sullivan,34,F,Salvadorian,116637,2
319,809,Luis Long,26,M,Polish,105044,4
320,580,Madalene Schneider,69,F,Venezuelan,794494,3
321,185,Sydney Macias,38,M,Greek,547200,4
322,275,Lucrecia Hawkins,23,F,Uruguayan,264787,1
323,705,Gregorio Dickson,56,M,Chilean,183244,4
324,99,Audrea Fleming,36,F,Uruguayan,981661,4
325,151,Reed Hartman,40,M,Israeli,684028,1
326,44,Cassey Ayala,47,F,Ukrainian,381226,0
327,336,Cletus Donaldson,60,M,Jordanian,433684,1
328,985,Lauralee Ray,19,F,Brazilian,522486,4
329,423,Noble Gallagher,33,M,Brazilian,55667,3
330,635,Monserrate Perez,54,F,Irish,406986,3
331,79,Isreal Davenport,64,M,Uruguayan,749195,1
332,252,Hilde Boyle,33,F,British,269724,4
333,866,Kelley Vaughan,69,M,Ethiopian,535982,3
334,328,Susy Peterson,65,F,Italian,719255,2
335,600,Gregg Gill,56,M,Cambodian,413900,5
336,284,Jacinda Ryan,48,F,British,36613,4
337,686,Joey Meadows,39,M,Romanian,784475,5
338,230,Maren Ramsey,36,F,Russian,986428,2
339,203,Alberto Lynn,40,M,Greek,945538,1
340,836,Julene Acosta,30,F,Cambodian,616625,4
341,365,Bart Williamson,28,M,Ethiopian,575795,0
342,366,Ardella Morton,25,F,Colombian,854186,0
343,698,King Gilliam,35,M,Bolivian,758231,3
344,892,Bulah Mullen,41,F,Brazilian,91577,1
345,850,Faustino Roberson,22,M,Irish,28613,5
346,760,Sam Howe,50,F,Egyptian,841523,1
347,237,Fabian Yang,60,M,Canadian,451531,2
348,961,Tammera Vaughan,24,F,Romanian,614239,3
349,240,Elvin Rogers,18,M,Cameroonian,851074,4
350,612,Jeanene Vargas,62,F,Estonian,55846,3
351,685,Delbert Holt,49,M,Japanese,995058,0
352,995,Gaynelle Hansen,45,F,Puerto Rican,223340,2
353,944,Cortez England,66,M,Chinese,849917,0
354,236,Terrilyn Guzman,53,F,Polish,559380,3
355,965,Jarrod Duncan,23,M,Italian,488078,2
356,797,Hisako Tyson,31,F,Iranian,258532,1
357,421,Korey Melton,55,M,Egyptian,705008,5
358,365,Merideth Merrill,43,F,Colombian,554932,4
359,900,Leon Morin,60,M,Polish,641768,5
360,176,Margaretta Sears,62,F,Ecuadorian,211790,3
361,820,Dalton Anderson,21,M,Russian,490652,3
362,794,Kristian Wade,42,F,Saudi,746484,1
363,905,Gordon Holden,39,M,French,730686,3
364,841,Annamae Carson,18,F,French,232305,5
365,261,Allan Davis,54,M,Egyptian,36787,2
366,846,Nakisha Santiago,38,F,Cameroonian,820157,2
367,230,Wyatt Glover,55,M,Ethiopian,826331,3
368,845,Rosena Francis,31,F,Egyptian,479587,1
369,754,Jesse Stevens,55,M,English,128272,3
370,266,Fumiko Riggs,49,F,Dominican,997122,0
371,314,Jere Kim,23,M,Estonian,725387,4
372,840,Chaya Durham,40,F,Ecuadorian,597272,3
373,294,Scotty Mccray,64,M,Saudi,461740,5
374,448,Keli Valentine,57,F,Latvian,44838,4
375,748,Alex Graves,48,M,Cuban,459387,3
376,996,Alysha Pate,57,F,Belgian,116762,5
377,548,Deangelo Burnett,67,M,Russian,540305,1
378,169,Nelida Galloway,56,F,Cambodian,779570,2
379,459,Herbert Burks,49,M,Mexican,187522,0
380,578,Celestina William,21,F,Salvadorian,506481,0
381,136,Jamaal Vincent,38,M,Irish,7164,2
382,750,Paris Cook,50,F,Polish,480425,2
383,122,Jc Stephenson,30,M,English,472983,3
384,566,Henriette Crawford,49,F,Brazilian,310217,1
385,847,Zane Wheeler,36,M,Spanish,626379,2
386,169,Reatha Rodgers,38,F,Taiwanese,879871,0
387,297,Denny Bernard,33,M,Chinese,247329,3
388,823,Parthenia Salazar,34,F,Estonian,629325,5
389,973,Jospeh Crawford,30,M,Mexican,24680,3
390,940,Larhonda Brewer,53,F,Ecuadorian,182655,3
391,134,Von Washington,52,M,Greek,711677,5
392,998,Ellamae Sexton,56,F,Swedish,134436,1
393,159,Vito Shelton,45,M,German,64103,5
394,872,Nohemi Mcclure,46,F,Australian,874021,2
395,136,Myles Jordan,41,M,Latvian,632259,1
396,456,Nikia Pacheco,53,F,Swedish,790046,3
397,84,Winston Small,21,M,Iranian,65659,0
398,642,Argelia Yates,20,F,Dominican,661119,3
399,59,Wendell Stewart,67,M,Belgian,594705,4
400,293,Malisa Villarreal,47,F,Greek,838622,1
401,180,Mason Mclaughlin,23,M,Russian,318717,5
402,667,Cicely Butler,63,F,Polish,632697,2
403,752,Jake Maynard,41,M,British,345661,3
404,50,Allena Medina,42,F,Danish,590129,5
405,489,Ryan Moore,52,M,Japanese,666104,3
406,324,Corie Richard,41,F,Bolivian,218494,0
407,458,Alvaro Koch,28,M,Estonian,402075,4
408,984,Perry Workman,38,F,Australian,893497,3
409,377,Delbert Sharp,36,M,Cambodian,622044,0
410,496,Carmina Clay,29,F,Dominican,235499,4
411,212,Merrill Maddox,27,M,Ethiopian,201039,1
412,275,Harold Wade,20,F,Chilean,483772,4
413,194,Terence Garrison,34,M,Latvian,67634,1
414,991,Sena O'connor,26,F,French,93476,0
415,66,Shad Hunt,59,M,Portuguese,458818,5
416,266,Zana Hansen,64,F,Greek,464312,1
417,578,Sal Hoover,63,M,Colombian,789386,0
418,181,Emeline Wynn,64,F,Chinese,306105,1
419,645,Yong Le,31,M,Romanian,437339,2
420,29,Corrinne Parker,42,F,Dominican,755183,5
421,651,Burt Mcconnell,41,M,Colombian,80517,1
422,405,Micheal Holden,39,F,Israeli,782618,4
423,162,Maximo Park,40,M,Saudi,311755,2
424,213,Cira Kaufman,26,F,Venezuelan,892242,2
425,998,Robbie Harper,64,M,Belgian,396195,1
426,3,Winter Maynard,29,F,British,448568,5
427,808,Tyson Smith,51,M,Romanian,31134,1
428,35,Crysta Best,51,F,Cambodian,629614,4
429,980,Chad Watkins,21,M,Guatemalan,346600,5
430,302,Laurine Patel,62,F,Costa Rican,71002,2
431,544,Theodore Harmon,45,M,Cameroonian,259800,0
432,176,Katheleen Alvarado,23,F,Italian,805186,1
433,18,Donte Landry,34,M,Mexican,840510,1
434,837,Robbi Newman,41,F,Venezuelan,972546,5
435,625,Kermit Henson,64,M,Dominican,855421,0
436,839,Glynda Hunt,23,F,Japanese,962409,0
437,190,Hal Johnson,49,M,Japanese,611003,1
438,301,Sadye Wolf,31,F,Ethiopian,861314,0
439,38,Alphonse Richardson,54,M,Egyptian,830683,1
440,898,Veola King,32,F,Greek,918802,2
441,805,Mike Dickerson,32,M,Israeli,492145,4
442,245,Raeann Collins,45,F,Mexican,951315,1
443,840,Alva Ayers,67,M,Polish,522174,1
444,79,Coralee Langley,29,F,Afghan,729399,3
445,931,Tyrone Chaney,63,M,Guatemalan,589181,2
446,965,Larita Browning,54,F,Costa Rican,541172,3
447,515,Elvin Blair,47,M,Greek,318030,0
448,151,Loida Herrera,66,F,Brazilian,198882,3
449,166,Noe Hart,38,M,Finnish,470517,0
450,377,Parthenia Branch,59,F,Irish,618704,5
451,694,Ryan Ashley,27,M,Argentinian,857378,4
452,733,Almeta Solis,26,F,Dominican,178397,1
453,612,Erwin Booker,44,M,Brazilian,540946,1
454,661,Dagmar Summers,62,F,Finnish,946600,4
455,412,Florentino O'neal,47,M,Finnish,975009,4
456,485,Hedy Kramer,36,F,Swiss,230309,3
457,180,Edwardo Nixon,41,M,Ecuadorian,453004,0
458,750,Rebbecca Russell,19,F,Ethiopian,807224,4
459,71,Linwood Stanley,43,M,Swedish,876425,4
460,707,Xiao Irwin,67,F,Spanish,689750,2
461,68,Morgan Nielsen,30,M,Japanese,966966,0
462,411,Jackeline Mccall,20,F,Swiss,794499,4
463,506,Merlin Rosa,45,M,Puerto Rican,792986,2
464,38,Ardelia Holder,34,F,Ukrainian,680800,0
465,755,Rusty Mcclain,59,M,Iranian,906290,3
466,580,Pauletta Waters,21,F,Canadian,643443,1
467,206,Elvin Morin,21,M,Salvadorian,220632,1
468,472,Phung Mckay,29,F,Israeli,199382,2
469,167,Sam Jordan,25,M,English,200062,5
470,699,Diedra Graham,66,F,Estonian,969193,4
471,473,Robert Mccray,36,M,Russian,39711,3
472,64,Slyvia Blair,70,F,Ecuadorian,674009,2
473,352,Brock Hull,55,M,Chilean,244954,2
474,837,Suk Ellison,50,F,Belgian,189927,0
475,933,Brant Jarvis,30,M,Italian,853063,2
476,426,Joi Pena,30,F,French,532036,5
477,13,Federico Strickland,23,M,Romanian,970928,4
478,998,Angila Church,28,F,Estonian,406152,0
479,622,Frank Meyer,29,M,Afghan,32887,2
480,318,Apolonia Acevedo,50,F,Taiwanese,815958,0
481,900,Zackary Grant,28,M,Ecuadorian,974786,3
482,784,Librada Huber,47,F,Venezuelan,211781,2
483,53,Jacob Salinas,41,M,Latvian,153925,3
484,663,Margert Sims,45,F,British,975085,4
485,93,Carl Vazquez,66,M,Israeli,267233,4
486,570,Dung Shaffer,58,F,Portuguese,823894,5
487,298,Warner Sanchez,70,M,Mexican,113958,5
488,151,Loida House,61,F,Cameroonian,480233,5
489,811,Diego James,41,M,Costa Rican,380699,4
490,898,Shawanda Sharpe,51,F,Finnish,482104,5
491,122,Elvis Leon,64,M,German,767295,5
492,295,Kathyrn Bowers,33,F,Belgian,715675,3
493,942,Forrest Blanchard,29,M,Egyptian,162828,5
494,352,Digna Duran,57,F,Ethiopian,62654,1
495,147,Claude Cantrell,21,M,Egyptian,816950,3
496,284,Donnetta Lowery,60,F,Afghan,201590,3
497,538,Cyril Ramsey,24,M,Israeli,496539,0
498,603,Hassie Parks,60,F,Irish,460731,2
499,954,Warner Olson,50,M,Ethiopian,249966,0
500,183,Wendolyn Case,66,F,Jordanian,159429,4
501,865,Vince Fischer,44,M,Canadian,44237,2
502,130,Delaine Holland,70,F,Puerto Rican,618067,5
503,116,Hank Barnett,25,M,Venezuelan,36601,3
504,327,Vernia Palmer,19,F,Uruguayan,851340,0
505,900,Hung Barrera,21,M,Guatemalan,718575,1
506,80,Taisha Hendrix,19,F,Ethiopian,217941,5
507,902,Samuel Michael,48,M,Colombian,833988,4
508,646,Dawne Larsen,26,F,Canadian,612494,1
509,840,Arron Wynn,18,M,Latvian,400119,4
510,13,Albertine Ortiz,49,F,Egyptian,412587,1
511,464,Jarvis Richard,45,M,Uruguayan,337229,4
512,126,Angelic Conley,68,F,Belgian,42808,5
513,863,Edwardo Lambert,42,M,Russian,978539,3
514,766,Brittny Perry,53,F,Chinese,191141,0
515,46,Kris Walls,35,M,Saudi,730796,3
516,805,Allen Bryan,19,F,Australian,527392,0
517,259,Fredric Edwards,36,M,Ukrainian,239642,3
518,392,Georgann Keith,18,F,Belgian,319955,0
519,613,Carmelo Byers,38,M,Spanish,393578,5
520,988,Karey Holt,36,F,British,694992,5
521,918,Dexter Marshall,61,M,Chilean,454754,4
522,618,Christene Bartlett,41,F,Cambodian,533037,2
523,678,Mitchel Gillespie,40,M,Chilean,500303,5
